,id,age,gender,BIN
0,1_0_0_20170110213517302.jpg.chip.jpg,1,0,"[1, 3]"
1,1_0_0_20170110213138878.jpg.chip.jpg,1,0,"[1, 3]"
2,1_0_0_20170110212745529.jpg.chip.jpg,1,0,"[1, 3]"
3,1_0_0_20170110212623527.jpg.chip.jpg,1,0,"[1, 3]"
4,1_0_0_20170110212603790.jpg.chip.jpg,1,0,"[1, 3]"
5,1_0_0_20170110212857171.jpg.chip.jpg,1,0,"[1, 3]"
6,1_0_0_20170110212654271.jpg.chip.jpg,1,0,"[1, 3]"
7,1_0_0_20170110213013468.jpg.chip.jpg,1,0,"[1, 3]"
8,1_0_0_20170110213043946.jpg.chip.jpg,1,0,"[1, 3]"
9,1_0_0_20170110213104570.jpg.chip.jpg,1,0,"[1, 3]"
10,1_0_0_20170110213006580.jpg.chip.jpg,1,0,"[1, 3]"
11,1_0_0_20170110212601951.jpg.chip.jpg,1,0,"[1, 3]"
12,1_0_0_20170110211536519.jpg.chip.jpg,1,0,"[1, 3]"
13,1_0_0_20170110211537870.jpg.chip.jpg,1,0,"[1, 3]"
14,1_0_0_20170110212552670.jpg.chip.jpg,1,0,"[1, 3]"
15,1_0_0_20170110211517802.jpg.chip.jpg,1,0,"[1, 3]"
16,1_0_0_20170110205418587.jpg.chip.jpg,1,0,"[1, 3]"
17,1_0_0_20170109194042219.jpg.chip.jpg,1,0,"[1, 3]"
18,1_0_0_20170109194232519.jpg.chip.jpg,1,0,"[1, 3]"
19,1_0_0_20170109194350047.jpg.chip.jpg,1,0,"[1, 3]"
20,1_0_0_20170109194450082.jpg.chip.jpg,1,0,"[1, 3]"
21,1_0_0_20170109193431882.jpg.chip.jpg,1,0,"[1, 3]"
22,1_0_0_20170109193511684.jpg.chip.jpg,1,0,"[1, 3]"
23,1_0_0_20170109193052283.jpg.chip.jpg,1,0,"[1, 3]"
24,1_0_0_20170109193820009.jpg.chip.jpg,1,0,"[1, 3]"
25,1_0_0_20170109193030605.jpg.chip.jpg,1,0,"[1, 3]"
26,1_0_0_20161219225850912.jpg.chip.jpg,1,0,"[1, 3]"
27,1_0_0_20170109191105641.jpg.chip.jpg,1,0,"[1, 3]"
28,1_0_0_20170103210415090.jpg.chip.jpg,1,0,"[1, 3]"
29,1_0_0_20170103210905939.jpg.chip.jpg,1,0,"[1, 3]"
30,1_0_0_20170109192819417.jpg.chip.jpg,1,0,"[1, 3]"
31,1_0_0_20161219212453942.jpg.chip.jpg,1,0,"[1, 3]"
32,1_0_0_20161219212921070.jpg.chip.jpg,1,0,"[1, 3]"
33,1_0_0_20161219211607517.jpg.chip.jpg,1,0,"[1, 3]"
34,1_0_0_20161219222101551.jpg.chip.jpg,1,0,"[1, 3]"
35,1_0_0_20161219211413621.jpg.chip.jpg,1,0,"[1, 3]"
36,1_0_0_20161219204552941.jpg.chip.jpg,1,0,"[1, 3]"
37,1_0_0_20161219205145821.jpg.chip.jpg,1,0,"[1, 3]"
38,1_0_0_20161219204741557.jpg.chip.jpg,1,0,"[1, 3]"
39,1_0_0_20161219204512212.jpg.chip.jpg,1,0,"[1, 3]"
40,1_0_0_20161219205230805.jpg.chip.jpg,1,0,"[1, 3]"
41,1_0_0_20161219192713491.jpg.chip.jpg,1,0,"[1, 3]"
42,1_0_0_20161219194756275.jpg.chip.jpg,1,0,"[1, 3]"
43,1_0_0_20161219200139603.jpg.chip.jpg,1,0,"[1, 3]"
44,1_0_0_20161219200250923.jpg.chip.jpg,1,0,"[1, 3]"
45,1_0_0_20161219163425847.jpg.chip.jpg,1,0,"[1, 3]"
46,1_0_0_20161219140623097.jpg.chip.jpg,1,0,"[1, 3]"
47,1_0_0_20161219161028662.jpg.chip.jpg,1,0,"[1, 3]"
48,1_0_0_20161219154556757.jpg.chip.jpg,1,0,"[1, 3]"
49,1_0_0_20161219140627985.jpg.chip.jpg,1,0,"[1, 3]"
50,1_0_2_20161219203514252.jpg.chip.jpg,1,0,"[1, 3]"
51,1_0_2_20161219203743797.jpg.chip.jpg,1,0,"[1, 3]"
52,1_0_2_20161219203325644.jpg.chip.jpg,1,0,"[1, 3]"
53,1_0_2_20161219203954396.jpg.chip.jpg,1,0,"[1, 3]"
54,1_0_2_20161219203256078.jpg.chip.jpg,1,0,"[1, 3]"
55,1_0_2_20161219202914180.jpg.chip.jpg,1,0,"[1, 3]"
56,1_0_2_20161219203016316.jpg.chip.jpg,1,0,"[1, 3]"
57,1_0_2_20161219203148028.jpg.chip.jpg,1,0,"[1, 3]"
58,1_0_2_20161219203156557.jpg.chip.jpg,1,0,"[1, 3]"
59,1_0_2_20161219203154684.jpg.chip.jpg,1,0,"[1, 3]"
60,1_0_2_20161219200004228.jpg.chip.jpg,1,0,"[1, 3]"
61,1_0_2_20161219200015132.jpg.chip.jpg,1,0,"[1, 3]"
62,1_0_2_20161219200532811.jpg.chip.jpg,1,0,"[1, 3]"
63,1_0_2_20161219201312292.jpg.chip.jpg,1,0,"[1, 3]"
